artist_name,track_name,release_date,genre,lyrics
DDG,ARGUMENTS,2018,soul,"TreOnTheBeat, yeah Look, baby, listen, them hoes was lyin' Here, take a tissue, don't like you cryin' I wouldn't cheat bae, you're just too perfect I cannot lose you, it's just not worth it I know they tweeting, them hoes is cappin' I thought I told you ain't nothing happen I never want you to sit there clueless Baby, I love you, I thought you knew this Stop gettin' angry, stop all the madness We meant to be, look how long we lasted Sadness, I ain't eat in days like I'm fastin' Blasted, I wanna be with you 'til my casket I'm just disappointed in your actions Then you get upset at my reactions To be honest, babe, I'm just passin' We were doing straight and now we're slanted  I want you in my life, girl, fuck a solo The arguments and fights, I can't do it no more You asked am I alright and I really don't know You said I can be replaced, baby, that's a low blow I want you in my life girl fuck a solo The arguments and fights, I can't do it no more You asked am I alright and I really don't know You said I can be replaced, baby, that's a low blow You might also like Baby, I understand your mental, I need you to know I got work to get done, I got the shows on the road Secure the bag so we can take a trip to Italy I know I’m a pain so I’m confused to why you into me I guess this is love and I’m certain that it is I see you got baby fever, one day we should have some kids We in love, why we fighting? We just need to face it It’s a marathon, you last longer when you pace it I just want you to kno-o-ow, I just want us to gro-o-ow When we be fightin’ I feel so low, though Are we gon’ last? I don’t know no more I don’t know no more, put your foot on the gas, fuck a stop sign, go (Yeah) I think we thinking too much, let’s just go with the flow  I want you in my life girl fuck a solo The arguments and fights, I can't do it no more You asked am I alright and I really don't know You said I can be replaced, baby, that's a low blow (Yeah)  Last verse was before the breakup Still wondering if we gon' make up Can't sleep girl, nah, I gotta stay up I miss the nights when we used to cake up Used to text good morning, now I get a GM Washed up rappers in your fuckin’ DM Still wondering if you went to see him Stayed out 'til the morning, after fuckin' PM You got back in the morning, I'm talkin' 6 in the morning Our connection got boring You gon’ make me glo up and go and cop me a foreign You been sleepin’ on me lately, girl, it sound like you snoring (Yeah) Used to be my baby, now I call you my ex Them basketball players only want you for sex Them internet niggas look at you as a check Girl, I loved your ass to death, treated you with respect Took you to the islands, girl, that came from the heart I ain't really feel the love, I was doing my part It's to much its  a whole list of shit, I don't know where to start Go and find another man, girl, you cute and you smart17Embed"
Hozier,Like Real People Do,2014,soul,"I had a thought, dear, however scary About that night, the bugs and the dirt Why were you digging? What did you bury Before those hands pulled me from the earth?  I will not ask you where you came from I will not ask and neither should you Honey, just put your sweet lips on my lips We should just kiss like real people do  I knew that look, dear, eyes always seeking Was there in someone that dug long ago So I will not ask you why you were creeping In some sad way, I already know  So I will not ask you where you came from I would not ask and neither would you Honey, just put your sweet lips on my lips We should just kiss like real people do I could not ask you where you came from I could not ask and neither could you Honey, just put your sweet lips on my lips We could just kiss like real people doSee Hozier LiveGet tickets as low as $48You might also like40Embed"
10cc,I'm Not in Love,1975,soul,"I'm not in love, so don't forget it It's just a silly phase I'm going through And just because I call you up Don't get me wrong, don't think you've got it made  I'm not in love, no, no (It's because)  I like to see you, but then again That doesn't mean you mean that much to me So if I call you, don't make a fuss Don't tell your friends about the two of us  I'm not in love, no, no (It's because)  Be quiet, big boys don't cry Big boys don't cry Big boys don't cry Big boys don't cry Big boys don't cry Big boys don't cry... See 10cc LiveGet tickets as low as $77You might also like I keep your picture upon the wall It hides a nasty stain that's lying there So don't you ask me to give it back I know you know it doesn't mean that much to me  I'm not in love, no, no (It's because)  Ooh, you'll wait a long time for me Ooh, you'll wait a long time Ooh, you'll wait a long time for me Ooh, you'll wait a long time  I'm not in love, so don't forget it It's just a silly phase I'm going through And just because I call you up Don't get me wrong, don't think you've got it made, ooh  I'm not in love I'm not in love 29Embed"
Miguel,Adorn,2012,soul,"She's art dealer chic Would you be my friend, my freak? Uh, she's art dealer chic (Yeah) Would you be my friend, my freak?  These lips (Would you be my f—) Can't wait to taste your skin (My friend, my freak) Baby, no, oh, no (Would you be my friend, my freak?) And these eyes, yeah I can't wait to see your grin (Art dealer chic) Ooh, ooh, baby  Just let my love Just let my love adorn you (Art dealer chic) Please, baby (Would you be my friend, my freak?) Yeah, you gotta know, you gotta know You know that I adore you (Art dealer chic) Yeah, baby (Would you be my friend, my freak?)  Baby these fists (Art dealer chic) Will always protect you (My friend, my freak) Lady (Would you be my friend, my freak?) And this mind Will never neglect you (Art dealer chic) Yeah baby  (Would you be my), ooh, ooh And if they try to break us down (Ooh-ooh) Don't let that affect us No, baby You might also like You just gotta let my love Let my love, let my love adorn you (Art dealer chic) Ahh, le-le-le-let it dress you down You gotta know, you gotta know Know that I adore you (Art dealer chic) Just that, baby Oh, let my love adorn you, baby Don't you ever, don't you let nobody tell you different, baby I'll always adore you You gotta know now You gotta know na-nah-now, yeah (Would you be my friend, my freak?)  Oh, yeah, uh The same way that the stars adorn the skies, yeah (Every night, babe) Now look up sugar (Every night, babe) Now hey, hey, hey The same way that my whole world's in your eyes (When I look in your eyes babe) Ooh, and it's time now (And you know it's time babe)  Just let, let my love Do you, baby Hey, le-le-le-let it dress you down You got to know baby, oh you gotta know That I adorn you, yeah Oh, love ain't never looked so good on you Oh, put it on, baby Let my love adorn You70Embed"
Stevie Wonder,As,1976,soul,"As around the sun, the earth knows she's revolving And the rosebuds know to bloom in early May Just as hate knows love's the cure You can rest your mind assure That I'll be loving you always As now can't reveal the mystery of tomorrow But in passing, will grow older every day Just as all is born is new Do know what I say is true That I'll be loving you always  Until the rainbow burns the stars out in the sky (Always) Until the ocean covers every mountain high (Always) Until the dolphin flies and parrots live at sea (Always) Until we dream of life and life becomes a dream  Did you know that true love asks for nothing? Her acceptance is the way we pay Did you know that life has given love a guarantee To last through forever and another day? Just as time knew to move on since the beginning And the seasons know exactly when to change Just as kindness knows no shame Know through all your joy and pain That I'll be loving you always As today, I know I'm living, but tomorrow Could make me the past, but that, I mustn't fear For I'll know deep in my mind The love of me I've left behind 'Cause I'll be loving you always You might also like Until the day is night and night becomes the day (Always) Until the trees and seas just up and fly away (Always) Until the day that eight times eight times eight is four (Always) Until the day that is the day that are no more (Did you know you're loved by somebody?) Until the day the earth starts turning right to left (Always) Until the earth just for the sun denies itself (I'll be loving you forever) Until dear Mother Nature says her work is through (Always) Until the day that you are me and I am you (Always) Until the rainbow burns the stars out in the sky (Always) Until the ocean covers every mountain high (Always)  We all know sometimes life's hates and troubles Can make you wish you were born in another time and space But you can bet your life times that and twice its double That God knew exactly where he wanted you to be placed So make sure when you say you're in it, but not of it You're not helping to make this earth a place sometimes called Hell Change your words into truth and then change that truth into love And maybe our children's grandchildren And their great-grandchildren will tell I'll be loving you  Until the rainbow burns the stars out in the sky (Loving you) Until the ocean covers every mountain high (Loving you) Until the dolphin flies and parrots live at sea (Loving you) Until we dream of life and life becomes a dream (Be loving you) Until the day is night and night becomes the day (Loving you) Until the trees and seas just up and fly away (Loving you) Until the day that eight times eight times eight is four (Loving you) Until the day that is the day that are no more (Loving you) Until the day the earth starts turning right to left (Be loving you) Until the earth just for the sun denies itself (Loving you) Until dear Mother Nature says her work is through (Loving you) Until the day that you are me and I am you (Now ain't that loving you?) Until the rainbow burns the stars out in the sky (Ain't that loving you?) Until the ocean covers every mountain high (And I've got to say always) Until the dolphin flies and parrots live at sea (Always) Until we dream of life and life becomes a dream (Always) Until the day is night and night becomes the day (Always) Until the trees and seas just up and fly away (Always) Until the day that eight times eight times eight is four Until the day that is the day that are no more (Always) Until the day the earth starts turning right to left Until the earth just for the sun denies itself (Always) Until dear Mother Nature says her work is through Until the day that you are me and I am you Until the rainbow burns the stars out in the sky Until the ocean covers every mountain high Until the dolphin flies and parrots live at sea Until we dream of life and life becomes a dream Until the day is night and night becomes the day Until the trees and seas just up and fly away Until the day that eight times eight times eight is four Until the day that is the day that are no more Until the day the earth starts turning right to left Until the earth just for the sun denies itself Until dear Mother Nature says her work is through Until the day that you are me and I am you25Embed"
PARTYNEXTDOOR,THINGS & SUCH,2015,soul,"Gin got me feeling real honest Now that me and shawty platonic Yeah, fuck Mmm, mmm, mmm, mmm Shout to G. Ry and Neenyo Yeah  Smoked just a little bit Drank just a little bit He don't drink like he used to (Used to) He don't think like he used to (Used to) Life taught you new things (New things) Now, you wanna do things The hills keep track of your New Balance Since you lost him, you got a new balance I can't say I'd do better, no, no, no But I'll act like I know, know, know better (No, no, no) I can't say that I'd do better But I can't say I never knew better, no, no, no, no (No) If I ever had you (If I ever had you) Thanking God I had you (I thank God I had you) All your exes mad too 'Cause somehow, I just bagged you Crushing girl, I'm glad to (Yeah) Fuck you 'til you cum, girl, I'm glad to (Yeah) Yeah you know I had to (Yeah, you know) Mmm, yeah-yeah (Yeah, you know it) Walking down your steps with no bra or panties (Yeah you grown) Mmm..., girl, you know better, ask your auntie She said, Who's that nigga? He's a R&B singer Who's that nigga, what's his intention? You say, He's a good nigga He's a good nigga, he's a hood nigga No, no, no, no, no (No, no, no) We act like we don't know, no, no, no, no (No, no, yeah) No ifs, no ands, no buts, no whatsoever (Ah, ah, ah) We can't say we never knew better No, no, no, no, no But I still act like I don't know Like it's whatever But I can't promise I'll do better (Hey, no, no, no) No, but I know Better (I know you need better) But I cannot promise... (Better...) Every nigga want a bad bitch (Yeah) Everyone out at Magic Throwin' ones at mad bad bitches Dirty money, dirty habits (Ooh, ooh) Fuck the Uber, I'ma cab it Calling me to say you want this You lonely at home, thinking mad shit Fuck–Fuck–Fuck me, I know you a savage Yeah, mmm Peelin' back the layers like a motherfuckin' cabbage Fiendin' Girl, don't keep no secrets from me (Yeah) Who did you love that I gotta shake hands with? Who did you love that I gotta make plans with? If we not standing, it's not a one-night stand and I'm not romantic, I'm not with the antics No, no, no, no, no, no, no Damn, I wish I took things slower Yeah, yeah You might also like Both knew better Glow up Thank God that I'm poured up, oh-oh-oh Oh-oh, 'cause she know better Mmm, vodka and you make me crazy Gin and you make me crazy Ayy, PX92Embed"
SZA,SOS,2022,soul,"Last night, I cried  Give me a second, give me a minute Nah, lil' bitch, can't let you finish Yeah, that's right, I need commissions on mine All that sauce you got from me All that shit I gave for free I want it back, want it back This ain't no warnin' shot Case all you hoes forgot Know you been more than lost Without me, I'm so Comin' back, I'm so greasy Ex-nigga, he so needy Punk ass tried to replace me, but the stakes is too high They can't survive off mini-me I'm talkin' pedigree Ain't no writers, that's just me Ain't no spiteful, I'm just tea Can't hate a bitch for free Talkin' I'm off the bench like Brady I'm pressin' niggas like KD, it's up Yeah, nigga, it's up to me Remind you of Dеlla Reese So classic, that ass so fat, it look natural, it's not I talk bullshit a lot No more fuck-shit, I'm done Damn right, I'm thе one Damn right, I'm the one Comin' back, she so candid Comin' back snatched like bandit Comin' back, this ain't canned shit I'm organic with my fresh squeezed I'm dumpin' like press squeeze I'm horny like, Suck these So daring like, Touch me And all the petty shit aside All the funny shit aside I just want what's mine Mine, oh I just want what's mine This ain't no warnin' shot Case all you hoes forgot And I cried and cried Said what's on my mind Ooh, oh, I criedSee SZA LiveGet tickets as low as $115You might also like8Embed"
Daryl Hall,Rich Girl,1977,soul,"You're a rich girl, and you've gone too far 'Cause you know it don't matter anyway You can rely on the old man's money You can rely on the old man's money It's a bitch, girl, but it's gone too far 'Cause you know it don't matter anyway Say money but it won't get you too far Get you too far  Don't you know? Don't you know? That it's wrong to take what is given you So far gone, on your own You can get along if you try to be strong But you'll never be strong, 'cause  You're a rich girl (Rich girl) And you've gone too far 'Cause you know it don't matter anyway (Rich girl) You can rely on the old man's money You can rely on the old man's money It's a bitch, girl (Bitch, girl), and it's gone too far 'Cause you know it don't matter anyway (Rich girl) Say money but it won't get you too far, get you too far You might also like High and dry, out of the rain It's so easy to hurt others when you can't feel pain And don't you know that a love can't grow, ooh 'Cause there's too much to give, 'cause you'd rather live For the thrill of it all, oh  You're a rich girl (Rich girl) and you've gone too far 'Cause you know it don't matter anyway (Rich girl) You can rely on the old man's money You can rely on the old man's money It's a bitch, girl (Bitch, girl), and it's gone too far 'Cause you know it don't matter anyway, yeah (Rich girl) Say money but it won't get you too far Say money but it won't get you too far Say money but it won't get you too far, get you too far And you say, you can rely on your old man's money You can rely on your old man's money  You're a rich girl (Rich girl) A rich girl Oh, you're a rich bitch girl, yeah (Rich girl) Say money but it won't get you too far Won't get you too far15Embed"
Lauryn Hill,To Zion,1998,soul,"One day, I'm gonna understand Zion  Unsure of what the balance held I touched my belly overwhelmed By what I had been chosen to perform But then an angel came one day Told me to kneel down and pray For unto me a man-child would be born Woe this crazy circumstance I knew his life deserved a chance But everybody told me to be smart Look at your career, they said Lauryn, baby use your head But instead I chose to use my heart  Now the joy of my world Is in Zion! (Zion, Zion!) Now the joy of my world Is in Zion! (Zion, uhh, Zion!)  How beautiful if nothing more Than to wait at Zion's door I've never been in love like this before Now let me pray to keep you from The perils that will surely come See life for you, my prince has just begun And I thank you for choosing me To come through unto life to be A beautiful reflection of His grace See I know that a gift so great Is only one God could create And I'm reminded every time I see your face You might also like That the joy (Joy) Of my world (World) Is in Zion (Is in Zion) Is in Zion (Is in Zion) Now the joy (Joy) Of my world (World) Is in Zion (Is in Zion, is in Zion) Now the joy (Joy) Of my world (World) Is in Zion (Is in Zion, is in Zion) Now the joy (Joy) Of my world (World) Is in Zion (Is in Zion, is in Zion)  Marching, marching, marching, marching (Marching) To Zion, marching, marching, marching (We gon' march) Marching, marching, marching, marching To Zion, marching, beautiful, beautiful, Zion Marching, marching, marching, marching To Zion, marching, marching, marching Marching, marching, marching, marching To Zion, marching, beautiful, beautiful, Zion Marching, marching, marching, marching (My joy, my joy) To Zion, marching, marching, marching (My joy, my joy) Marching, marching, marching, marching (My joy, my joy) To Zion, marching, beautiful, beautiful, Zion (My joy, my joy) Marching, marching, marching, marching (My joy, my joy) To Zion, marching, marching, marching (My joy, my joy) Marching, marching, marching, marching (You're the joy) To Zion, marching, beautiful, beautiful, Zion (Of my life) Marching, marching, marching, marching (It is in Zion) To Zion, marching, marching, marching (Zion) Marching, marching, marching, marching (You're the joy) To Zion, marching, beautiful, beautiful, Zion (You're the joy of my life) Marching, beautiful, beautiful Zion (Is in Zion, Zion) Marching, beautiful, beautiful Zion (It is in Zion) Marching, beautiful, beautiful Zion Marching, beautiful, beautiful Zion Marching, beautiful, beautiful Zion Marching, beautiful, beautiful Zion Marching  Okay, how many people here have ever been in love? I know none of the guys are gonna raise their hand. How many of y'all ever been in love?  (Mumbling)  I know none of the guys been in... we don't get in love, right? Oh! Let this black man right here tell what his idea of love is, 'cause not all the time we hear a young black man talk about love. About your personal definition, don't tell me what Webster thinks. Huh?  Willingness to do everything for that person  Okay, everything like what? Explain. Let him talk, c'mon. If I asked him to talk about a fancy car, he'd be right on point. But we wanna talk about love. You can do it. (To another pupil) What do you think? You said you love somebody, you should know why you love them right?  The way they act  Uh-huh  The way they carry themselves, stuff like that Okay  The way that they hang with they boys, and they just stand out. It's like sometimes it don't even matter like what they wear or what they look like. It's like, that way, you know?  Yeah  It's like you know you want to talk to him, because he stands out, it's like he got a glow or something  That's deep  That's what I'm talking about  I thought that was a beautiful point. Anyone else want to deal with that?  It's sometimes, like when they try to act funny in front of they boys, like when they get around say they love you. They can't love you. 'Cause love-love-love wouldn't do that  Love is not phony!  (Laughter)24Embed"
Miyagi,Marmalade,2021,soul,"Для тебя найду добро, и верну ему пульс Вновь куда-то так увлекусь Время остановится пусть Сейчас И пока я тут, считай эти звёзды — путь Не понадобится ничуть Друг об друга лечили грусть Всегда  С тобой же в один лад Чуть тоньше намекай До дрожи похожи Жевали мармелад Продолжи понимать Отложим всё опять До дрожи по коже Вникали в звездопа-а-ад  Сердце забрала, на небо лупили в звёзды Уплетая мармелад, с тобой я дышу свободой Без тебя я в кандалах, надумали вечно жить мы Продолжаясь на битах, мы, продолжаясь на битах Сердце забрала, на небо лупили в звёзды Уплетая мармелад, с тобой я дышу свободой Без тебя я в кандалах, надумали вечно жить мы Продолжаясь на битах, мы, продолжаясь на битах (И, и, и) You might also like Снова в трип, валит бит Наши чувства — Боинг, пристегнём ремни Что мне нужно от тебя? Детка, знай Это сладкий вайб, но о нём позже, зай Полуголый тон, звездопад, смотри Красивый вид, ведь рядом ты Расплываются тени Волнуюсь, будто на сцене Самый сладкий вайб я не разбазарю Не продам, уж тем более не потеряю, отвечаю Посмотрел в её глаза, успокоил мысли В этот раз стихи о чистом, о здравом смысле (И)  Всё, что я копил с добром, отдаю тебе О, мой мир, мы ведь стали ближе, поднимаюсь выше Всё, что я копил с добром, отдаю тебе О, мой мир, мы ведь стали ближе, поднимаюсь выше  Сердце забрала, на небо лупили в звёзды Уплетая мармелад, с тобой я дышу свободой Без тебя я в кандалах, надумали вечно жить мы Продолжаясь на битах, мы, продолжаясь на битах Сердце забрала, на небо лупили в звёзды Уплетая мармелад, с тобой я дышу свободой Без тебя я в кандалах, надумали вечно жить мы Продолжаясь на битах, мы, продолжаясь на битах (Я, и) Я-я-я-я-е-е Я-я-я-я-я-е-е Я-я-я-я-е-е Я-я-я-я-я-е-е Я-я-я-я-е-е Я-я-я-я-я-е-е Я-я-я-я-е-е Я-я-я-я-я-е-е5Embed"
Childish Gambino,II. Shadows,2013,soul,"Uh-oh Oh, no, no, no, no (She said) No, no, no, no Love me better, kiss me back, listen more, oh Love me better, kiss me back, listen more Love me better, kiss me back, listen more Yeah, no, no, no  Face down in the brown grass Shame, shame on my brown ass Birds in the trees as we run through And if I'm dead to the world, what you gon' do? What you gon' do? Like, I can't remember Shots fired, rewind, please, girl, be mine Email denied, talk to me, baby Before I go crazy, might do it, maybe We were so Jay Z, Beyoncé My aunt say, Keep the sex game picante The Aunt May and Mary Jane that I was hitting on To make me try and forget that there was something wrong Love is Russian roulette, I had the safety on We popped pills at the Coachella Hold my head in the weeds, man, I can't tell her The fear that I feel, man, it might kill her Man, it might kill her, it's the prep school mic killer With the drums and the groove, so it feel Dilla I don't care what he say I'ma get my platinum back like I'm a half-ton gorilla You can hang with homie on the low But your boy so weak like a week ago But we ain't speaking though We ain't speaking, we ain't speaking though You might also like Tuesday afternoon, I ain't got shit to do But fall in love with you (She said, she said, she said) Tuesday afternoon, I ain't got shit to do But fall in love with you (She said, she said, she said) Love me better, kiss me back Listen more, oh (She said, she said, she said) Love me better, kiss me back, listen–  The attitude The attitude And I hope you understand And I hope you understand We were never friends And I hope you understand now But I miss them And I hope you understand And I hope you understand Oh, no, no, no And I hope you understand And I hope you understand And I hope you understand  (I hope you understand) I hope you understand 'Cause everywhere I go Everything I see I just hope you understand 98Embed"
Drake,Final Fantasy,2018,soul,"Yeah, I never really Talk about dick that I wanna give you or places I wanna get to Neck grab, hair grab Arch back, heart attack, cardiac I need it nasty like, like Evil Angel, like Vivid You know, nasty like how they give it You know, I need you to be open like Kai's kitchen That pussy kinda sound like waves hittin' (Kshh!) Soothin', keep it right there, no movin' Make my way around the bases-es I wanna take you to oasises Bein' honest, I don't really know what patience is Ayy, freaky like the red leather Michael Zombie revival, this ain't like you This that new you, this ain't high school (Hi) I like best when you're fresh faced and no foundation Willin' and ready for the takin' Earth-shatterin', groundbreakin' Headscarf for after our relations No judgment is our arrangement Make that face up if you dare But just be prepared that I am gonna cause that lipstick to smear And the mascara tears to run down I always need a glass of wine by sundown I always get your ass over here somehow I hope that the apocalypse is the only thing that doesn't come now, we’re one now See Drake LiveGet tickets as low as $141You might also like Did somebody… Who'd they say that baby look like? Drake!  Cashed out, my neck is frozen Careful when we're mixin' potion Slashin' like Guns N' Roses You got options, but I been chosen To deal with you the way you like The way you like it (Woo woo, woo woo) To deal with you the way you like The way you like it (Woo woo, woo woo) Cashed out, my neck is frozen Careful when we're mixin' potion Slashin' like Guns N' Roses You got options, but I been chosen To deal with you the way you like The way you like it, yeah15Embed"
Drake,After Dark,2018,soul,"Haha, haha Yeah, ayy (After dark)  In the whip solo, no one's gotta know (After dark) Knockin' at your door, I don't gotta work anymore (After dark) You can Put your phone down, you're gonna need two hands (After dark) You can't get enough Girl, you know I set it up, for after dark  Late night like Left Eye, I'm creepin' Assuming the worst 'cause I haven't heard from you all weekend Your silence is drivin' me up the wall, up the wall I cannot tell if you're duckin' calls or missin' calls 'Cause you've been so patient I drink on the job and smoke on the job So, I don't know how serious you take it Can't offer much more, you've heard it before That narrative for me isn't changin' I wanna make you a priority I wanna let you know there's more to me I wanna have your faith restored in me I'll be on my way (After dark) See Drake LiveGet tickets as low as $141You might also like In the whip solo, no one's gotta know (No one's gotta know; After dark) Knockin' at your door, I don't gotta work anymore (I don't gotta work no more; After dark) You can, put your phone down, you’re gonna need two hands (Ooh yeah, ooh yeah; After dark) You can't get enough Girl, you know I set it up, for after dark  Late night, me and you, got you wet like the pool Then I'm tryna dive in, put some time in, yeah Get the vibe right, get your mind right It's gon' be a long night (Ooh yeah) Put your feet in this water, don't wanna get your hair wet We've hooked up a couple times, we ain't took it there yet You broke up with your man and ain't been with nobody else You like, Fuck these niggas, rather keep it to yourself He did you wrong, he left you down bad Now you can't trust nobody You said, Do anything, but just don't lie to me I said I ride for you, girl, you said you ride for me Umm, pulled up to the show then we got ghost And when it's after dark anything goes In the whip solo, no one's gotta know (No one's gotta know; After dark) Knockin' at your door, I don't gotta work anymore (I don't gotta work no more; After dark) You can, put your phone down, you’re gonna need two hands (Ooh yeah, ooh yeah; After dark) You can't get enough Girl, you know I set it up, for after dark  93.7, WBLK, tied your knot at the Quiet Storm, taking you right there with Hall & Oates. Moving you through the storm in what is now 19 minutes after 10 o’clock. Thanks for your phone calls as we get you closer to your requests and dedications. Phone lines are open for you to send a love, your love note dedications. 644-9393, call me. Coming up, we will head through your storm with Troop, Fantasia, Chaka Khan, my Funny Valentine Jill Scott, giving you whatever and more, the selected music of Mr. Luther Vandross, as we kick off your first hour of the most selective, most seductive, most relaxing four hours of the 93-7. It’s Al Wood and you are safe, soft and warm, in the loving embrace of my storm on BLK20Embed"
Nicki Minaj,Get On Your Knees,2014,soul,"Mmmh Rrrrrr!  Get on your knees, get on your knees, get on your knees Baby, just get on your knees (On your knees) Say pretty please, say pretty please, say pretty please Baby, just say pretty please (Pretty please)  Yo, I'll be back at eleven You just act like a peasant Got-got a bow on my panties Because my ass is a present Yeah-yeah, it's gooder than Meagan You look good when you're beggin' I-I be laughing when you beggin' me To just put the head in L-let me sit on your face It's ok, you can play with it When I'm bouncin' it, chill out And don't you make a mistake with it L-let me see what you're workin' with If I'm ridin', I'm murkin' it Slow grindin', I'm twerkin' it, yeah I bagged him, I Birkin'd it See Nicki Minaj LiveGet tickets as low as $54You might also like I don't need a dozen roses You ain't gotta wine and dine me, no I don't need a pretty poet Ooh, gettin' all emotional You gotta beg for it, beg for it I wanna see you lookin' up Baby, I'ma need you to beg Beg, beg for it  Get on your knees, get on your knees, get on your knees Baby, just get on your knees (On your knees) Say pretty please, say pretty please, say pretty please Baby, just say pretty please (Pretty please)  G-g-g-g-gimme brain Assume the position Make-make-make me way smarter Like you was a magician Paid my dues and tuition It's good for your nutrition Get head like a beautician Got me twitchin', finish your mission (Finish your mission) You make it come down Y-y-y-you make it run down I'ma need you to give these other dudes the rundown You got that legendary This shit is fake, scary Got me seein' them fireworks, I'm on my Kate Perry (Ah) I don't need a dozen roses You ain't gotta wine and dine me, no I don't need a pretty poet Ooh, gettin' all emotional You gotta beg for it, beg for it I wanna see you lookin' up Baby, I'ma need you to beg (I'ma need you to beg) Beg, beg for it (Let's go)  'Cause we are just animals (Animals) Baby, it's primal (It's primal) I want you on all fours (All fours) And before I let you walk You gotta show me how you crawl If you want it all (Yeah, you want it all?) It's non-negotiable So do as I say (I say) If you wanna get the job You better know who's the boss (Yeah)  I don't need a dozen roses You ain't gotta wine and dine me, no I don't need a pretty poet Ooh, gettin' all emotional You gotta beg for it, beg for it (Beg for it) I wanna see you lookin' up (Lookin' up) Baby, I'ma need you to beg Beg, beg for it Get on your knees, get on your knees, get on your knees Baby, just get on your knees (On your knees) Say pretty please, say pretty please, say pretty please Baby, just say pretty please (Pretty please)153Embed"
Drake,Summers Over Interlude,2016,soul,"Ooh, baby, yeah  Days in the sun and nights in the rain Summer is over, simple and plain Found me some fun that's good for the pain Already told you, I don't feel the same I don't feel the same  Anywhere I go I can't help but show I don't feel the same Anywhere I go I can't help but know I don't feel the same Anywhere I go I can't help but knowSee Drake LiveGet tickets as low as $141You might also like33Embed"
Sade,Like a Tattoo,1992,soul,"He told me sweet lies of sweet loves Heavy with the burden of the truth And he spoke of his dreams Broken by the burden Broken by the burden of his youth  Fourteen years, he said I couldn't look into the sun She saw him laying at the end of my gun Hungry for life And thirsty for the distant river  I remember his hands And the way the mountains looked The light shot diamonds from his eyes Hungry for life And thirsty for the distant river  Like the scar of age Written all over my face The war is still raging inside of me I still feel the chill As I reveal my shame to you You might also like I wear it like a tattoo I wear it like a tattoo I wear it like a tattoo10Embed"
Nat King Cole,Smile,1954,soul,"Smile though your heart is aching Smile even though it's breaking When there are clouds in the sky You'll get by  If you smile through your fear and sorrow Smile and maybe tomorrow You'll see the sun come shining through For you  Light up your face with gladness Hide every trace of sadness Although a tear May be ever so near  That's the time you must keep on trying Smile, what's the use of crying? You'll find that life is still worthwhile If you'll just smile  You might also like That's the time you must keep on trying Smile, what's the use of crying? You'll find that life is still worthwhile If you'll just smile6Embed"
Bryson Tiller,Overtime,2015,soul,"You know how I feel about like... us, right? Like... how I wanna go about it But you never tell me how you feel about it How you wanna go about it  I've been working on it, putting in overtime Putting in overtime, putting in over— I've been putting in work, she know I've been working overtime Working overtime, working over— I've been working on it, putting in overtime Putting in overtime, putting in over— I've been putting in work, she know I've been working overtime Working overtime, working over—  Sitting in a whip on the strip, get to stripping My windows is tinted, let's go My backseat ain't empty, we just left the Fendi We getting it all over the clothes This is why I need the Phantom, this is why I need the Phantom And you know business getting handled Wonder where you at, I just might hold you for ransom No, that's something your nigga can't fathom Aw man, he just bought her Balmain He thought that would keep her 'round But he thought wrong Nothing at all, that's what she got on And she will get up and leave him for me, I know I mean how could he not know? 'Cause, see See Bryson Tiller LiveGet tickets as low as $26You might also like I've been working for it, putting in overtime Putting in overtime, putting in over— I've been putting in work, she know I've been working overtime Working overtime, working over—  I-I've been working OT Tryna show you what it's like just to know me And ever since that day you approached me I been thinking 'bout you and you only And we just like to fuck, that's it, nothing else Fuck falling in love, that's for someone else I break the bank for you, 'til no money left Now I done caught feelings worth more than millions And I feel it, you hurting and I been healing Girl, that nigga ain't worth it, I know you hear me I know we said we wouldn't let it get this far Now I want it for myself, that's his loss Oh, he mad huh? Is he pissed off? Too bad, nigga should've been on his job You know I deserve it, I've been working this hard, yeah  Ayy, is— is you— is you, with it? Yeah (Been working this hard, yeah) Po' it up, sip it up, getting lit as fuck (What he say, you say) We been fucking, on the couch, on the bed (No, no, no-oh) Baby girl on my mind, hol' up — there it go I know he gonna see us as a threat, that’s all, I don't believe that at all I think yeah he most likely did see me as a threat at first I don’t know but I just know when he sees me we’re together he’s gonna be like, what, like, like he feel he done lost, that kind  Damn, no, baby I'm kinda looking for her, for you For you to be my bride, and the mother of my child, oh yeah (Oh yeah, baby...)26Embed"
